aonde gastou,natureza do gasto,valor total,parcelas,no da parcela,valor unitário,tipo,comp,cartao,origem
PIX RECEBIDO Andre Kuhlmann Chohfi,Restaurantes/ Bares/ Lanchonetes,-186,,,-186,Conta Corrente,,,base
PIX ENVIADO Andre Kuhlmann Chohfi,Restaurantes/ Bares/ Lanchonetes,60,,,60,Conta Corrente,,,base
PIX RECEBIDO ALEXANDRE DE ARRUDA BOTEL,Viagens / Férias,-47.4,,,-47.4,Conta Corrente,,,base
PIX RECEBIDO Marcelo Balas,Viagens / Férias,-760.37,,,-760.37,Conta Corrente,,,base
DEBITO AUT. CONTA GAS COMGAS,Conta de gás,60.15,,,60.15,Conta Corrente,,,base
DEBITO AUT. CTA ENERGIA ELETRICA ENEL ENERGIA,Conta de luz,303.72,,,303.72,Conta Corrente,shared,,base
PAGAMENTO DE TRIBUTO PMSP INTERNET PM SAO PAULO,Moradia (Financiamento/ Aluguel/ Condominio),454.53,,,454.53,Conta Corrente,shared,,base
PIX ENVIADO Francisco Puyol,Viagens / Férias,500,,,500,Conta Corrente,,,base
PIX RECEBIDO SUL AMERICA SERVICOS DE S,Cuidados Pessoais (Nutricionista / Medico / Suplemento),-1321.5,,,-1321.5,Conta Corrente,,,base
TED ENVIADA 104-2926-000000284660,Financiamento/Condominio,5200,,,5200,Conta Corrente,shared,,base
PAGAMENTO DE BOLETO OUTROS BANCOS ZANGARI GESTAO DE SERVICO,Moradia (Financiamento/ Aluguel/ Condominio),1257.63,,,1257.63,Conta Corrente,shared,,base
PIX ENVIADO Zig Tecnologia S A,Restaurantes/ Bares/ Lanchonetes,21.6,,,21.6,Conta Corrente,,,base
PIX RECEBIDO JOAO CALICE FILHO,Gastos pessoais,-74.38,,,-74.38,Conta Corrente,,,base
PIX ENVIADO Fernanda Vautier Franco S,Cuidados Pessoais (Nutricionista / Medico / Suplemento),1040,,,1040,Conta Corrente,,,base
PIX ENVIADO Marcelle Valeska de Faria,Gastos com Diarista,1600,,,1600,Conta Corrente,shared,,base
PIX RECEBIDO SUL AMERICA SERVICOS DE S,Cuidados Pessoais (Nutricionista / Medico / Suplemento),-1619.9,,,-1619.9,Conta Corrente,,,base
PIX ENVIADO Sabrina Ivanov de Sousa,Gastos com presentes,585,,,585,Conta Corrente,shared,,base
PIX RECEBIDO TANIA MARA SAMEZIMA CONSO,Gastos com presentes,-628,,,-628,Conta Corrente,,,base
PEDAGIO ELETRONICO - SEM PARAR SEM PARAR,Combustível/ Passagens/ Uber / Sem Parar,735.45,,,735.45,Conta Corrente,shared,,base
PIX RECEBIDO Andre Kuhlmann Chohfi,Gastos pessoais,-112,,,-112,Conta Corrente,,,base
Smiles Clube Smiles,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",42,,,42,Cartão de Crédito,shared,,base
Claro Pgto Fatu Mensal,Planos de celular,319.88,,,319.88,Cartão de Crédito,shared,,base
Pg *D1 Doces E Bolos L,Gastos com presentes,140,,,140,Cartão de Crédito,shared,,base
Pet Love*Pl*Order 10(02/02),Gastos com Cachorro,201.55,2.0,2.0,201.55,Cartão de Crédito,shared,,base
Emirates Airawp/Ijh2(03/09),Viagens / Férias,2929.49,9.0,3.0,2929.49,Cartão de Crédito,shared,,base
Latam Air (03/04),Viagens / Férias,1131.17,4.0,3.0,1131.17,Cartão de Crédito,shared,,base
Prates Distribuidora(04/04),Casamento,696.87,4.0,4.0,696.87,Cartão de Crédito,shared,,base
Petlove*Pl*Clube 4a5(05/10),"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",12.99,10.0,5.0,12.99,Cartão de Crédito,shared,,base
Emilio Jorge Felix Mat,Gastos com casa (outros),25,,,25,Cartão de Crédito,shared,,base
Imperiogurmet,Gastos com casa (outros),53,,,53,Cartão de Crédito,shared,,base
Pma Pinheiros Ltda,Restaurantes/ Bares/ Lanchonetes,143.36,,,143.36,Cartão de Crédito,shared,,base
Auto Posto Jocar Ltda,Combustível/ Passagens/ Uber / Sem Parar,150,,,150,Cartão de Crédito,shared,,base
Pao De Acucar-0061,Supermercado,150,,,150,Cartão de Crédito,shared,,base
Auto Posto Jocar Ltda,Combustível/ Passagens/ Uber / Sem Parar,74.03,,,74.03,Cartão de Crédito,shared,,base
Moreiraguimaraes,Combustível/ Passagens/ Uber / Sem Parar,59.99,,,59.99,Cartão de Crédito,shared,,base
Petlove - Campo Belo,Gastos com Cachorro,118.55,,,118.55,Cartão de Crédito,shared,,base
Posto Ortega,Combustível/ Passagens/ Uber / Sem Parar,177.3,,,177.3,Cartão de Crédito,shared,,base
Uber* Trip,Combustível/ Passagens/ Uber / Sem Parar,17.31,,,17.31,Cartão de Crédito,,,base
99app *99app,Combustível/ Passagens/ Uber / Sem Parar,9.8,,,9.8,Cartão de Crédito,,,base
99app *99app,Combustível/ Passagens/ Uber / Sem Parar,12.6,,,12.6,Cartão de Crédito,,,base
Airbnb Pagam*Airbnb *,Viagens / Férias,7463.16,,,7463.16,Cartão de Crédito,shared,,base
Smiles Fidel*Txaembarq,Viagens / Férias,60.62,,,60.62,Cartão de Crédito,,,base
Azul Linhas Tn6u5a,Viagens / Férias,538.73,,,538.73,Cartão de Crédito,,,base
Nespresso,Supermercado,36,,,36,Cartão de Crédito,,,base
Ifd*Sergipe Comercio D,Restaurantes/ Bares/ Lanchonetes,142,,,142,Cartão de Crédito,,,base
Yelumseg Parc2,Carro (Manutenção/ IPVA/ Seguro),219.77,,,219.77,Cartão de Crédito,,,base
Areia Esportes,Futevolei,415,,,415,Cartão de Crédito,,,base
Latam Air,Viagens / Férias,95,,,95,Cartão de Crédito,,,base
Uber Uber *Trip Help U,Combustível/ Passagens/ Uber / Sem Parar,34.26,,,34.26,Cartão de Crédito,,,base
Zul 1 Cartao 174hx9,Combustível/ Passagens/ Uber / Sem Parar,6.36,,,6.36,Cartão de Crédito,,,base
Rappi *Rappi Rappi Br,Restaurantes/ Bares/ Lanchonetes,238.19,,,238.19,Cartão de Crédito,,,base
Swiftonline,Supermercado,384.1,,,384.1,Cartão de Crédito,,,base
Nespresso,Supermercado,14.1,,,14.1,Cartão de Crédito,,,base
Zp *Br,Cuidados Pessoais (Nutricionista / Medico / Suplemento),392.4,,,392.4,Cartão de Crédito,,,base
Livelo*Clube Livelo,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",44.9,,,44.9,Cartão de Crédito,,,base
Raphael Tricarico (02/02),Cuidados Pessoais (Nutricionista / Medico / Suplemento),375,2.0,2.0,375,Cartão de Crédito,,,base
Livelo (02/02),Viagens / Férias,161,2.0,2.0,161,Cartão de Crédito,,,base
Ec Pinheiros (03/03),"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",208.33,3.0,3.0,208.33,Cartão de Crédito,,,base
Zp *Alig Invisalign (07/18),Cuidados Pessoais (Nutricionista / Medico / Suplemento),245.22,18.0,7.0,245.22,Cartão de Crédito,,,base
Giro Rest E Ev,Restaurantes/ Bares/ Lanchonetes,15.82,,,15.82,Cartão de Crédito,,,base
Ec Pinheiros Restauran,Restaurantes/ Bares/ Lanchonetes,57.25,,,57.25,Cartão de Crédito,,,base
Giro Rest E Ev,Restaurantes/ Bares/ Lanchonetes,85.88,,,85.88,Cartão de Crédito,,,base
A Casa Da Esquina,Restaurantes/ Bares/ Lanchonetes,98.31,,,98.31,Cartão de Crédito,,,base
Giro Rest E Ev,Restaurantes/ Bares/ Lanchonetes,47.46,,,47.46,Cartão de Crédito,,,base
Queens Auto Posto Ltda,Combustível/ Passagens/ Uber / Sem Parar,34.99,,,34.99,Cartão de Crédito,shared,,base
Pao De Acucar-0061,Supermercado,199.46,,,199.46,Cartão de Crédito,,,base
Casca Gastrobar,Restaurantes/ Bares/ Lanchonetes,51.09,,,51.09,Cartão de Crédito,,,base
Igreja Anglicana,Restaurantes/ Bares/ Lanchonetes,12,,,12,Cartão de Crédito,,,base
Arce Estacionamento Lt,Combustível/ Passagens/ Uber / Sem Parar,35,,,35,Cartão de Crédito,,,base
Mabe Comercio De Alime,Restaurantes/ Bares/ Lanchonetes,46.61,,,46.61,Cartão de Crédito,,,base
Mabe Comercio De Alime,Restaurantes/ Bares/ Lanchonetes,139.83,,,139.83,Cartão de Crédito,,,base
Mirella Paes E Doces,Gastos pessoais,8,,,8,Cartão de Crédito,,,base
Grupo Fit,Restaurantes/ Bares/ Lanchonetes,119.01,,,119.01,Cartão de Crédito,,,base
Posto Novamarca,Combustível/ Passagens/ Uber / Sem Parar,15.98,,,15.98,Cartão de Crédito,,,base
Anapaularodrigues,Restaurantes/ Bares/ Lanchonetes,28.2,,,28.2,Cartão de Crédito,,,base
Mp *Igorelumyla,Restaurantes/ Bares/ Lanchonetes,25,,,25,Cartão de Crédito,,,base
Mepayfinancial,Restaurantes/ Bares/ Lanchonetes,33,,,33,Cartão de Crédito,,,base
Onticketautomacao,Restaurantes/ Bares/ Lanchonetes,55,,,55,Cartão de Crédito,,,base
Onticketautomacao,Restaurantes/ Bares/ Lanchonetes,20,,,20,Cartão de Crédito,,,base
Mp *Bemboladolanches,Restaurantes/ Bares/ Lanchonetes,20,,,20,Cartão de Crédito,,,base
Onticketautomacao,Restaurantes/ Bares/ Lanchonetes,10,,,10,Cartão de Crédito,,,base
Mp *Fazticket,Restaurantes/ Bares/ Lanchonetes,177,,,177,Cartão de Crédito,,,base
Onticketautomacao,Restaurantes/ Bares/ Lanchonetes,100,,,100,Cartão de Crédito,,,base
Igorcandido,Restaurantes/ Bares/ Lanchonetes,25,,,25,Cartão de Crédito,,,base
Eddy Patrick Moreira,Restaurantes/ Bares/ Lanchonetes,8,,,8,Cartão de Crédito,,,base
Espresso Darte Comerci,Restaurantes/ Bares/ Lanchonetes,12,,,12,Cartão de Crédito,,,base
Grupo Fit,Restaurantes/ Bares/ Lanchonetes,79.04,,,79.04,Cartão de Crédito,,,base
Caranguelua 2,Restaurantes/ Bares/ Lanchonetes,138.37,,,138.37,Cartão de Crédito,,,base
Drogasil1148,Farmácia,122.27,,,122.27,Cartão de Crédito,,,base
Mabe Comercio De Alime,Restaurantes/ Bares/ Lanchonetes,149.31,,,149.31,Cartão de Crédito,,,base
Kitchin Itaim,Restaurantes/ Bares/ Lanchonetes,240.69,,,240.69,Cartão de Crédito,,,base
Tsc Smart,Gastos pessoais,9.99,,,9.99,Cartão de Crédito,,,base
Uber Uber *Trip Help U,Combustível/ Passagens/ Uber / Sem Parar,13.45,,,13.45,Cartão de Crédito,,,base
Areco-Shop Eldorado,Gastos com presentes,512.1,,,512.1,Cartão de Crédito,,,base
Ec Pinheiros Restauran,Restaurantes/ Bares/ Lanchonetes,69.3,,,69.3,Cartão de Crédito,,,base
Buddhaspabrooklin,Cuidados Pessoais (Nutricionista / Medico / Suplemento),327,,,327,Cartão de Crédito,,,base
Bayard Scj,Gastos com presentes,679.1,,,679.1,Cartão de Crédito,,,base
Pao De Acucar-0061,Supermercado,709.1,,,709.1,Cartão de Crédito,,,base
Olea Cj Restaurante Lt,Restaurantes/ Bares/ Lanchonetes,105.84,,,105.84,Cartão de Crédito,,,base
Thule (05/06),Gastos com presentes,125,6.0,5.0,125,Cartão de Crédito,,,base
PIX RECEBIDO 50 983 319 ANDREA BOSCHET,Futevolei,-712.5,,,-712.5,Conta Corrente,,,base
PIX ENVIADO Lukas Carmona Macedo de S,Restaurantes/ Bares/ Lanchonetes,88,,,88,Conta Corrente,,,base
DEBITO AUT. CONTA GAS COMGAS,Conta de gás,103.89,,,103.89,Conta Corrente,shared,,base
PIX ENVIADO Luis Alberto Figueiredo d,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",590,,,590,Conta Corrente,,,base
PIX RECEBIDO ALINE IVANOV DE SOUSA,Transferencia Interna,-700,,,-700,Conta Corrente,,,base
PIX ENVIADO Gabriel Morini,Viagens / Férias,442.7,,,442.7,Conta Corrente,,,base
PIX ENVIADO Marcos,Gastos pessoais,15,,,15,Conta Corrente,,,base
PAGAMENTO DE BOLETO OUTROS BANCOS ZANGARI GESTAO DE SERVICO,Moradia (Financiamento/ Aluguel/ Condominio),1256.16,,,1256.16,Conta Corrente,shared,,base
DEBITO AUT. CTA ENERGIA ELETRICA ENEL ENERGIA,Conta de luz,212.88,,,212.88,Conta Corrente,shared,,base
PIX RECEBIDO Joao Guilherme Bersani Ca,Futevolei,-2015,,,-2015,Conta Corrente,,,base
PIX ENVIADO Marcelle Valeska de Faria,Gastos com Diarista,1400,,,1400,Conta Corrente,shared,,base
PIX ENVIADO Olari Mental Health Ltda,Cuidados Pessoais (Nutricionista / Medico / Suplemento),600,,,600,Conta Corrente,,,base
PIX RECEBIDO SUL AMERICA SERVICOS DE S,Cuidados Pessoais (Nutricionista / Medico / Suplemento),-270,,,-270,Conta Corrente,,,base
TED RECEBIDA AMBEV S A,"Gastos com Educação (Inglês, MBA, Pós)",-508.62,,,-508.62,Conta Corrente,,,base
PAGAMENTO DE BOLETO OUTROS BANCOS EXATA MOVELARIA LTDA - ME,Moradia (Financiamento/ Aluguel/ Condominio),1232,,,1232,Conta Corrente,shared,,base
PIX RECEBIDO SUL AMERICA SERVICOS DE S,Cuidados Pessoais (Nutricionista / Medico / Suplemento),-1019.4,,,-1019.4,Conta Corrente,,,base
PIX ENVIADO Fernanda Vautier Franco S,Cuidados Pessoais (Nutricionista / Medico / Suplemento),1300,,,1300,Conta Corrente,,,base
PIX RECEBIDO GABRIEL INGEGNERI CRESPI,Gastos pessoais,-50.54,,,-50.54,Conta Corrente,,,base
PIX ENVIADO Antonio Carlos Rossetti,Cuidados Pessoais (Nutricionista / Medico / Suplemento),1000,,,1000,Conta Corrente,,,base
PEDAGIO ELETRONICO - SEM PARAR SEM PARAR,Combustível/ Passagens/ Uber / Sem Parar,357.84,,,357.84,Conta Corrente,shared,,base
Pet Love*Pl*Order 10(01/02),Gastos com Cachorro,201.55,2.0,1.0,201.55,Cartão de Crédito,shared,,base
Emirates Airawp/Ijh2(02/09),Viagens / Férias,2929.54,9.0,2.0,2929.54,Cartão de Crédito,shared,,base
Emirates Airawp/Ijh2tb,Viagens / Férias,-0.05,,,-0.05,Cartão de Crédito,shared,,base
Latam Air (02/04),Viagens / Férias,1131.17,4.0,2.0,1131.17,Cartão de Crédito,shared,,base
Atelie Terra (02/02),Casamento,1035,2.0,2.0,1035,Cartão de Crédito,shared,,base
Prates Distribuidora(03/04),Casamento,696.87,4.0,3.0,696.87,Cartão de Crédito,shared,,base
Petlove*Pl*Clube 4a5(04/10),Gastos com Cachorro,12.99,10.0,4.0,12.99,Cartão de Crédito,shared,,base
M&A Lava Rapido E Esta,Combustível/ Passagens/ Uber / Sem Parar,75,,,75,Cartão de Crédito,shared,,base
Posto Invicto,Combustível/ Passagens/ Uber / Sem Parar,180,,,180,Cartão de Crédito,shared,,base
Nascimento Bateria (10/10),Carro (Manutenção/ IPVA/ Seguro),145,10.0,10.0,145,Cartão de Crédito,shared,,base
99app *99app,Combustível/ Passagens/ Uber / Sem Parar,29.2,,,29.2,Cartão de Crédito,,,base
Esfera,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",61.9,,,61.9,Cartão de Crédito,shared,,base
Yelumseg Parc1,Carro (Manutenção/ IPVA/ Seguro),219.82,,,219.82,Cartão de Crédito,,,base
99app *99app,Combustível/ Passagens/ Uber / Sem Parar,42,,,42,Cartão de Crédito,,,base
Glx *Cedroni,Cuidados Pessoais (Nutricionista / Medico / Suplemento),326,,,326,Cartão de Crédito,,,base
Amazon Digital Br,Gastos pessoais,29.21,,,29.21,Cartão de Crédito,,,base
Alexandrasoares,Supermercado,35,,,35,Cartão de Crédito,,,base
99app *99app,Combustível/ Passagens/ Uber / Sem Parar,16.89,,,16.89,Cartão de Crédito,,,base
Marroni E Peixinho Ati,Restaurantes/ Bares/ Lanchonetes,36,,,36,Cartão de Crédito,,,base
Marroni E Peixinho Ati,Restaurantes/ Bares/ Lanchonetes,20,,,20,Cartão de Crédito,,,base
Tun*Goomer*Srtabaco,Gastos pessoais,140,,,140,Cartão de Crédito,,,base
Pg *Ton Bananas Bian,Supermercado,3,,,3,Cartão de Crédito,,,base
Pg *Ton Bananas Bian,Supermercado,8,,,8,Cartão de Crédito,,,base
Marroni E Peixinho Ati,Restaurantes/ Bares/ Lanchonetes,28,,,28,Cartão de Crédito,,,base
Emporiobella,Restaurantes/ Bares/ Lanchonetes,66.93,,,66.93,Cartão de Crédito,,,base
Zig*Areiamalibu,Restaurantes/ Bares/ Lanchonetes,56.7,,,56.7,Cartão de Crédito,,,base
Mg74,Restaurantes/ Bares/ Lanchonetes,82.81,,,82.81,Cartão de Crédito,,,base
Zig*Areia Eventos,Restaurantes/ Bares/ Lanchonetes,62,,,62,Cartão de Crédito,,,base
Areia Esportes,Restaurantes/ Bares/ Lanchonetes,50,,,50,Cartão de Crédito,,,base
Tun*Goomer*Cigarros,Gastos pessoais,162,,,162,Cartão de Crédito,,,base
Mirella Paes E Doces,Gastos pessoais,13,,,13,Cartão de Crédito,,,base
Raphael Tricarico (01/02),Cuidados Pessoais (Nutricionista / Medico / Suplemento),375,2.0,1.0,375,Cartão de Crédito,,,base
Latam Air,Viagens / Férias,103.43,,,103.43,Cartão de Crédito,,,base
Mp *Q2ingressosd4ba,Viagens / Férias,166.12,,,166.12,Cartão de Crédito,,,base
Autopostoalasca,Combustível/ Passagens/ Uber / Sem Parar,166.87,,,166.87,Cartão de Crédito,,,base
Isso Radiologia,Cuidados Pessoais (Nutricionista / Medico / Suplemento),70,,,70,Cartão de Crédito,,,base
Areia Esportes,Futevolei,2280,,,2280,Cartão de Crédito,,,base
Livelo (01/02),Viagens / Férias,161,2.0,1.0,161,Cartão de Crédito,,,base
Livelo S A *Clube Live,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",44.9,,,44.9,Cartão de Crédito,,,base
Vivara Lojavivara-4797,Gastos com presentes,295,,,295,Cartão de Crédito,,,base
Arezzo Industria E C(02/02),Gastos com presentes,162.09,2.0,2.0,162.09,Cartão de Crédito,,,base
Ec Pinheiros (02/03),"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",208.33,3.0,2.0,208.33,Cartão de Crédito,,,base
Zp *Alig Invisalign (06/18),Cuidados Pessoais (Nutricionista / Medico / Suplemento),245.22,18.0,6.0,245.22,Cartão de Crédito,,,base
Centro Automotivo Hipe,Combustível/ Passagens/ Uber / Sem Parar,45,,,45,Cartão de Crédito,,,base
Mirella Paes E Doces,Gastos pessoais,30,,,30,Cartão de Crédito,,,base
Vaca Veia Itaim,Restaurantes/ Bares/ Lanchonetes,59.02,,,59.02,Cartão de Crédito,,,base
New Dog,Restaurantes/ Bares/ Lanchonetes,90.2,,,90.2,Cartão de Crédito,,,base
Uber Uber *Trip Help U,Combustível/ Passagens/ Uber / Sem Parar,24.12,,,24.12,Cartão de Crédito,,,base
Rainha Sp,Restaurantes/ Bares/ Lanchonetes,332.03,,,332.03,Cartão de Crédito,,,base
Michele - Ibirapuera,Gastos com presentes,269.99,,,269.99,Cartão de Crédito,,,base
Ponto On,Combustível/ Passagens/ Uber / Sem Parar,64.58,,,64.58,Cartão de Crédito,,,base
Spa Cidade Jardim Sh C,Cuidados Pessoais (Nutricionista / Medico / Suplemento),119.9,,,119.9,Cartão de Crédito,,,base
1891 Zh Cidade Jardi,Gastos com presentes,279.9,,,279.9,Cartão de Crédito,,,base
Cellworld,Gastos pessoais,149,,,149,Cartão de Crédito,,,base
Camicadohouseware,Gastos com presentes,205.93,,,205.93,Cartão de Crédito,,,base
Lojas Baratao,Gastos pessoais,12.5,,,12.5,Cartão de Crédito,,,base
Portus,Restaurantes/ Bares/ Lanchonetes,180.9,,,180.9,Cartão de Crédito,,,base
Cantinhodaoma,Restaurantes/ Bares/ Lanchonetes,78,,,78,Cartão de Crédito,,,base
Bfloriano,Restaurantes/ Bares/ Lanchonetes,23,,,23,Cartão de Crédito,,,base
Zp*Dr Blumenau Kaffee,Restaurantes/ Bares/ Lanchonetes,40,,,40,Cartão de Crédito,,,base
Uber* Trip,Combustível/ Passagens/ Uber / Sem Parar,40.26,,,40.26,Cartão de Crédito,,,base
Uber* Trip,Combustível/ Passagens/ Uber / Sem Parar,29.49,,,29.49,Cartão de Crédito,,,base
Uber Uber *Trip Help U,Combustível/ Passagens/ Uber / Sem Parar,31,,,31,Cartão de Crédito,,,base
Uber Uber *Trip Help U,Combustível/ Passagens/ Uber / Sem Parar,45.78,,,45.78,Cartão de Crédito,,,base
Uber Uber *Trip Help U,Combustível/ Passagens/ Uber / Sem Parar,11.15,,,11.15,Cartão de Crédito,,,base
Uber Uber *Trip Help U,Combustível/ Passagens/ Uber / Sem Parar,11.99,,,11.99,Cartão de Crédito,,,base
Uber Uber *Trip Help U,Combustível/ Passagens/ Uber / Sem Parar,12.67,,,12.67,Cartão de Crédito,,,base
Uber* Trip,Combustível/ Passagens/ Uber / Sem Parar,23.5,,,23.5,Cartão de Crédito,,,base
Uber* Trip,Combustível/ Passagens/ Uber / Sem Parar,18.22,,,18.22,Cartão de Crédito,,,base
Frogpay*Auto Posto S3,Combustível/ Passagens/ Uber / Sem Parar,147.54,,,147.54,Cartão de Crédito,,,base
Uber* Trip,Combustível/ Passagens/ Uber / Sem Parar,33.86,,,33.86,Cartão de Crédito,,,base
Posto Rest Tres Garcas,Combustível/ Passagens/ Uber / Sem Parar,116.95,,,116.95,Cartão de Crédito,,,base
Uber* Trip,Combustível/ Passagens/ Uber / Sem Parar,38,,,38,Cartão de Crédito,,,base
Clinica Adriana Vila(03/03),Casamento,600,3.0,3.0,600,Cartão de Crédito,,,base
Dufry Lojas Francas (03/03),Gastos com presentes,210.02,3.0,3.0,210.02,Cartão de Crédito,,,base
Thule (04/06),Gastos com presentes,125,6.0,4.0,125,Cartão de Crédito,,,base
TED RECEBIDA AMBEV S A,"Gastos com Educação (Inglês, MBA, Pós)",-250.32,,,,Conta Corrente,,,base
PIX ENVIADO SECRETARIA MUNICIPAL DA F,Moradia (Financiamento/ Aluguel/ Condominio),515.82,,,,Conta Corrente,shared,,base
PIX ENVIADO SECRETARIA MUNICIPAL DA F,Moradia (Financiamento/ Aluguel/ Condominio),520.73,,,,Conta Corrente,shared,,base
PIX ENVIADO SECRETARIA MUNICIPAL DA F,Moradia (Financiamento/ Aluguel/ Condominio),527.77,,,,Conta Corrente,shared,,base
PAGAMENTO DE BOLETO OUTROS BANCOS ESPORTE CLUBE PINHEIROS,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",222,,,,Conta Corrente,,,base
TED RECEBIDA AMBEV,"Gastos com Educação (Inglês, MBA, Pós)",-300,,,,Conta Corrente,,,base
TED RECEBIDA AMBEV,Planos de celular,-100,,,,Conta Corrente,,,base
TED RECEBIDA AMBEV,"Gastos com Educação (Inglês, MBA, Pós)",-326.44,,,,Conta Corrente,,,base
TED ENVIADA 104-2926-000000284660,Moradia (Financiamento/ Aluguel/ Condominio),232,,,,Conta Corrente,shared,,base
PIX ENVIADO Guilherme Beringhs Rio,Gastos pessoais,100,,,,Conta Corrente,,,base
PIX RECEBIDO GUSTAVO HAMES EWALD,Restaurantes/ Bares/ Lanchonetes,-60,,,,Conta Corrente,,,base
PIX RECEBIDO SUL AMERICA SERVICOS DE S,Cuidados Pessoais (Nutricionista / Medico / Suplemento),-600.6,,,,Conta Corrente,,,base
PIX ENVIADO Maria Angela Bersani Cali,Gastos com presentes,232,,,,Conta Corrente,,,base
PAGAMENTO DE BOLETO OUTROS BANCOS EXATA MOVELARIA LTDA - ME,Obra casa,1257.6,,,,Conta Corrente,shared,,base
DEBITO AUT. CONTA GAS COMGAS,Conta de gás,60.31,,,,Conta Corrente,shared,,base
PIX ENVIADO Andrei Vieira,Gastos pessoais,20,,,,Conta Corrente,,,base
PIX ENVIADO Andrei Vieira,Restaurantes/ Bares/ Lanchonetes,48,,,,Conta Corrente,,,base
PIX ENVIADO Marcelle Valeska de Faria,Gastos com Diarista,1400,,,,Conta Corrente,shared,,base
PIX RECEBIDO ALINE IVANOV DE SOUSA,Transferencia Interna,-7000,,,,Conta Corrente,,,base
PIX RECEBIDO SUL AMERICA SERVICOS DE S,Cuidados Pessoais (Nutricionista / Medico / Suplemento),-540,,,,Conta Corrente,,,base
PIX ENVIADO Ocatoy C P Ltda Epp,Gastos com presentes,209.9,,,,Conta Corrente,,,base
PIX ENVIADO Juliano Ladeira Cirelli,Restaurantes/ Bares/ Lanchonetes,58,,,,Conta Corrente,,,base
PIX RECEBIDO Giuliana Bersani Calice,Gastos pessoais,-168.54,,,,Conta Corrente,,,base
PIX ENVIADO WISE BRASIL CORRETORA DE,Gastos pessoais,341.19,,,,Conta Corrente,,,base
PIX ENVIADO WISE BRASIL CORRETORA DE,Gastos pessoais,20126.32,,,,Conta Corrente,,,base
TED RECEBIDA JOAO GUILHERME BERSANI CA,Transferencia Interna,-14966.21,,,,Conta Corrente,,,base
PIX RECEBIDO Joao Guilherme Bersani Ca,Transferencia Interna,-2120,,,,Conta Corrente,,,base
PIX RECEBIDO Wise Brasil Corretora de,Gastos pessoais,-50,,,,Conta Corrente,,,base
PIX ENVIADO Wise Brasil Instituicao d,Gastos pessoais,10,,,,Conta Corrente,,,base
PAGAMENTO DE BOLETO OUTROS BANCOS ZANGARI GESTAO DE SERVICO,Moradia (Financiamento/ Aluguel/ Condominio),1526.76,,,,Conta Corrente,shared,,base
